unnamed: 0,id,manufacturer,model,year,battery_type,battery_capacity_kwh,range_km,charging_type,charge_time_hr,price_usd,color,country_of_manufacture,autonomous_level,co2_emissions_g_per_km,safety_rating,units_sold_2024,warranty_years
2604,2603,Polestar,Polestar 4,2021,Flow batteries,65.3,456,Level 2 Charging,11.1,57031.71,Ruby Red,Thailand,1.0,0.0,3.0,9974,4
2607,2606,Faraday Future,FF 91,2022,Flow batteries,41.5,261,CCS,4.0,112490.97,Beige,Canada,0.0,0.0,4.0,6906,3
2608,2607,Mahindra,XUV400,2024,Lead-acid,145.9,554,Plug-in Hydrogen Refueling,11.7,145109.64,Matte Gray,France,0.0,0.0,4.0,12442,5
2609,2608,Kia,Niro EV,2023,Solid-state,67.4,151,Plug-in Hydrogen Refueling,3.4,61333.09,Tan,India,2.0,0.0,4.0,7177,4
2610,2609,Kia,Niro EV,2022,Nickel-cobalt-aluminum,97.2,331,Plug-in Hydrogen Refueling,2.5,134031.68,Burgundy,Israel,3.0,0.0,4.0,16000,4
2612,2611,Porsche,Cayenne Electric (upcoming),2016,Lithium-sulfur,128.5,494,Battery Swapping,5.6,137598.53,Pink,Japan,2.0,0.0,4.0,8560,4
2613,2612,Fisker,Ocean,2024,Aluminum-ion,122.9,478,Solar Charging,8.9,74293.26,Green,Singapore,0.0,0.0,4.0,18274,3
2614,2613,Honda,Honda e (discontinued),2023,Nickel-manganese-cobalt,127.7,169,Level 1 Charging,7.4,127270.14,Cobalt Blue,Denmark,4.0,0.0,3.0,10238,3
2616,2615,Fisker,Ocean,2019,Nickel-metal hydride,62.3,274,Plug-in Hydrogen Refueling,1.5,53694.85,Platinum,Vietnam,0.0,0.0,3.0,11799,4
2620,2619,Mazda,Mazda EV (upcoming models),2024,Sodium-ion,138.5,506,CCS,7.2,131342.84,Stealth Gray,India,3.0,0.0,4.0,19122,5
2621,2620,Ford,E-Transit,2019,Zinc-air,99.4,503,DC Fast Charging (DCFC),2.8,88678.05,Emerald Green,Russia,5.0,0.0,5.0,8540,5
2624,2623,Nissan,Leaf,2021,Nickel-cobalt-aluminum,56.3,518,Level 1 Charging,2.3,80804.96,Matte White,South Korea,4.0,0.0,5.0,11972,3
2625,2624,Audi,e-tron,2020,Lithium-sulfur,120.7,442,Ultra-Fast Charging (350 kW+),7.0,95301.3,Yellow,Argentina,2.0,0.0,5.0,2767,3
2626,2625,Skoda,Enyaq Coupe,2021,Lithium-ion,85.0,533,NACS,3.2,75606.71,Blue,Czech Republic,1.0,0.0,3.0,4703,4
2630,2629,Citroen,ë-Spacetourer,2023,Aluminum-ion,125.2,577,NACS,1.8,35036.66,Crimson Red,New Zealand,0.0,0.0,3.0,9193,3
2631,2630,Jeep,Wrangler 4xe (PHEV),2018,Zinc-air,21.3,557,CHAdeMO,0.8,36245.89,Rose Gold,Thailand,0.0,0.0,5.0,9323,4
2633,2632,Volkswagen,ID.7,2022,Flow batteries,108.3,593,Mobile Charging,3.4,43456.03,Matte Blue,Belgium,2.0,0.0,4.0,7691,5
2634,2633,Hyundai,Ioniq 7 (upcoming),2019,Sodium-ion,98.0,332,Level 2 Charging,1.2,127678.89,Titanium,Singapore,2.0,0.0,4.0,19616,5
2636,2635,Changan,SL03,2024,Zinc-air,27.0,196,CCS,5.6,47377.26,Emerald Green,China,2.0,0.0,3.0,9265,3
2638,2637,Rimac,Nevera,2015,Calcium-ion,141.7,185,NACS,9.8,75986.03,Sky Blue,Singapore,3.0,0.0,4.0,13061,3
2639,2638,Volvo,XC40 Recharge,2021,Solid-state,58.1,562,CHAdeMO,2.7,30936.19,Aurora Blue,UK,0.0,0.0,4.0,15240,5
2641,2640,Acura,ZDX (with GM Ultium),2017,Magnesium-ion,74.2,215,Overhead Pantograph Charging,7.4,40443.39,Cobalt Blue,Vietnam,1.0,0.0,3.0,4917,5
2642,2641,Porsche,Cayenne Electric (upcoming),2022,Solid-state,27.1,312,Mobile Charging,9.0,32604.25,Copper,Israel,1.0,0.0,4.0,9422,3
2643,2642,Mini,Mini Cooper SE,2024,Lithium-ion,67.7,143,Vehicle-to-Load (V2L),4.4,48139.06,Cosmic Purple,Russia,4.0,0.0,4.0,11399,3
2644,2643,XPeng,P7,2020,Lead-acid,80.4,567,CCS,5.1,117443.56,Forest Green,France,0.0,0.0,3.0,2185,4
2645,2644,Mercedes-Benz,EQA,2016,Nickel-metal hydride,58.1,512,Solar Charging,11.9,136420.35,Tan,Malaysia,5.0,0.0,5.0,15399,5
2648,2647,Mini,Mini Aceman,2025,Calcium-ion,104.5,332,NACS,0.8,59326.88,Purple,New Zealand,2.0,0.0,3.0,1004,3
2649,2648,Ferrari,SF90 Stradale (PHEV),2025,Magnesium-ion,130.8,576,Mobile Charging,3.8,45585.63,Cream,South Korea,3.0,0.0,4.0,2461,3
2650,2649,Li Auto,L9,2018,Lithium-sulfur,119.1,188,Solar Charging,11.5,114883.67,Titanium,China,2.0,0.0,4.0,12968,4
2651,2650,Ford,E-Transit,2023,Nickel-metal hydride,36.5,587,Level 2 Charging,7.9,137346.69,Copper,Italy,0.0,0.0,4.0,1796,3
2652,2651,Lotus,Evija,2020,Solid-state,101.6,273,CHAdeMO,3.2,140321.99,Brown,Thailand,0.0,0.0,4.0,8425,4
2655,2654,Peugeot,e-3008,2022,Lithium-titanate,68.8,157,Ultra-Fast Charging (350 kW+),11.8,62914.74,Ice Silver,Hungary,2.0,0.0,4.0,7878,3
2657,2656,Audi,Q8 e-tron,2020,Lithium-ion,53.0,102,Inductive (Wireless) Charging,5.9,39912.77,Racing Red,Canada,4.0,0.0,4.0,8803,5
2658,2657,Nissan,Ariya,2017,Zinc-air,22.8,470,Overhead Pantograph Charging,0.9,72012.08,Matte Green,Sweden,4.0,0.0,4.0,13048,5
2661,2661,Fisker,Pear (upcoming),2016,Nickel-cobalt-aluminum,42.7,335,CCS,11.5,61344.68,Metallic Silver,Portugal,3.0,0.0,3.0,6604,4
2664,2664,VinFast,VF 8,2018,Calcium-ion,137.5,513,Level 1 Charging,10.4,98961.34,Teal,United Arab Emirates,4.0,0.0,3.0,12955,4
2666,2666,Hyundai,Ioniq 5,2020,Solid-state,33.3,554,DC Fast Charging (DCFC),3.3,54897.26,Yellow,Germany,1.0,0.0,3.0,5836,4
2668,2668,Great Wall Motors,ORA Good Cat,2023,Magnesium-ion,61.8,460,Vehicle-to-Load (V2L),1.2,122176.3,Stealth Gray,Singapore,4.0,0.0,4.0,391,5
2669,2669,Fisker,Pear (upcoming),2023,Lithium-iron phosphate,82.4,186,CCS,3.1,148492.54,Brown,United Arab Emirates,3.0,0.0,5.0,19531,3
2670,2670,Geely,Geometry A,2020,Solid-state,101.2,138,Vehicle-to-Home (V2H),10.2,66191.53,Cosmic Purple,Ireland,1.0,0.0,5.0,9119,5
2671,2671,Geely,Emgrand EV,2018,Lead-acid,36.0,214,Inductive (Wireless) Charging,5.6,110537.2,Matte Green,Portugal,2.0,0.0,3.0,14405,4
2672,2672,Tesla,Model S,2020,Aluminum-ion,50.2,282,Mobile Charging,8.0,90924.66,Gray,Switzerland,4.0,0.0,5.0,898,5
2673,2673,Lamborghini,Revuelto (PHEV),2024,Flow batteries,117.0,364,Mobile Charging,1.2,141657.62,Volcanic Yellow,Saudi Arabia,3.0,0.0,3.0,11161,5
2675,2675,Skoda,Enyaq Coupe,2015,Flow batteries,135.7,457,Plug-in Hydrogen Refueling,3.0,138650.57,Green,France,0.0,0.0,3.0,19342,4
2677,2677,Acura,ZDX (with GM Ultium),2015,Nickel-cobalt-aluminum,32.7,375,CHAdeMO,10.6,137538.74,Copper,Argentina,0.0,0.0,4.0,5980,4
2679,2679,Cadillac,Lyriq,2020,Lithium-titanate,135.8,296,Vehicle-to-Home (V2H),7.7,44357.65,Black,Malaysia,5.0,0.0,4.0,17980,5
2680,2680,Cadillac,Lyriq,2018,Sodium-ion,110.4,459,Mobile Charging,0.6,147420.89,Yellow,Singapore,3.0,0.0,5.0,8619,4
2682,2682,BYD,Seagull,2025,Sodium-ion,74.6,508,Battery Swapping,0.6,124447.66,Blue,Canada,5.0,0.0,5.0,19554,5
2685,2685,Changan,Deepal S07,2023,Magnesium-ion,47.4,474,Vehicle-to-Home (V2H),4.5,73353.79,Black,Czech Republic,4.0,0.0,4.0,12986,4
2686,2686,Volkswagen,ID.5,2022,Nickel-cobalt-aluminum,27.9,594,Inductive (Wireless) Charging,6.6,113601.64,Gun Metal,Mexico,0.0,0.0,5.0,3498,4
2687,2687,Fisker,Ocean,2025,Flow batteries,68.5,385,CCS,4.7,69588.13,Black,Poland,2.0,0.0,3.0,16294,4
2688,2688,Audi,Q8 e-tron,2025,Lithium-sulfur,82.5,511,Vehicle-to-Load (V2L),10.4,146476.36,Lime Green,India,0.0,0.0,3.0,5121,5
2689,2689,Polestar,Polestar 2,2024,Nickel-manganese-cobalt,72.3,129,NACS,4.7,145609.07,Yellow,Indonesia,2.0,0.0,4.0,11975,5
2690,2690,MG,MG4 Electric,2019,Flow batteries,60.1,582,Ultra-Fast Charging (350 kW+),2.6,137367.83,Red,UK,1.0,0.0,4.0,9143,4
2692,2692,Mini,Mini Cooper SE,2021,Sodium-ion,130.6,542,Battery Swapping,10.8,58155.3,Burgundy,Israel,5.0,0.0,5.0,16198,5
2693,2693,Nissan,Ariya,2018,Nickel-manganese-cobalt,71.6,426,Vehicle-to-Load (V2L),5.3,60557.2,Matte Green,New Zealand,3.0,0.0,4.0,4850,4
2694,2694,Jaguar,I-PACE,2023,Nickel-manganese-cobalt,35.9,164,Vehicle-to-Home (V2H),4.0,82226.05,Sunset Orange,Vietnam,3.0,0.0,3.0,19278,3
2696,2696,Li Auto,MEGA,2020,Zinc-air,35.2,421,Overhead Pantograph Charging,10.2,82328.55,Burgundy,Switzerland,5.0,0.0,4.0,15890,3
2697,2697,Mini,Mini Cooper SE,2019,Magnesium-ion,77.9,594,Vehicle-to-Load (V2L),11.0,149322.93,Bronze,Japan,3.0,0.0,3.0,4416,4
2698,2698,Peugeot,e-208,2016,Sodium-ion,67.9,244,Battery Swapping,7.6,34293.73,Titanium,Finland,4.0,0.0,3.0,12130,4
2699,2699,Acura,ZDX (with GM Ultium),2022,Lithium-sulfur,143.5,236,Battery Swapping,4.6,117907.54,Cosmic Purple,New Zealand,5.0,0.0,4.0,8896,3
2700,2700,Tesla,Roadster (upcoming),2020,Lithium-ion,150.0,560,Mobile Charging,11.4,123641.63,Sky Blue,Malaysia,5.0,0.0,5.0,4682,4
2701,2701,NIO,ES8,2025,Lead-acid,134.5,354,Level 2 Charging,11.4,96638.7,Bronze,Netherlands,5.0,0.0,3.0,7692,4
2709,2709,Cadillac,Celestiq,2021,Flow batteries,76.3,396,Battery Swapping,2.3,98874.99,Copper,Denmark,1.0,0.0,5.0,9404,3
2711,2711,Great Wall Motors,ORA Good Cat,2025,Magnesium-ion,30.3,332,Inductive (Wireless) Charging,9.9,78123.74,Teal,Japan,2.0,0.0,4.0,19868,3
2712,2712,Toyota,Lexus UX 300e,2025,Lithium-sulfur,107.8,459,Ultra-Fast Charging (350 kW+),8.4,47229.96,Matte Gray,Australia,3.0,0.0,5.0,17252,5
2713,2713,Toyota,Lexus UX 300e,2016,Magnesium-ion,42.3,369,Vehicle-to-Grid (V2G),5.6,90771.06,Aurora Blue,Spain,4.0,0.0,3.0,9652,3
2714,2714,Geely,Geometry C,2017,Zinc-air,69.0,417,Plug-in Hydrogen Refueling,4.1,130182.07,Copper,France,3.0,0.0,3.0,4611,3
2715,2715,Mazda,MX-30,2019,Solid-state,111.6,104,Vehicle-to-Home (V2H),9.8,98013.46,Gray,Ireland,2.0,0.0,4.0,1842,3
2718,2718,Ferrari,SF90 Stradale (PHEV),2016,Aluminum-ion,143.6,284,Vehicle-to-Grid (V2G),11.4,126229.16,Crimson Red,USA,0.0,0.0,4.0,6983,4
2719,2719,Rivian,R1T,2024,Nickel-manganese-cobalt,125.5,437,Level 2 Charging,1.5,136277.2,White,France,2.0,0.0,3.0,18074,5
2720,2720,Mercedes-Benz,EQE,2025,Aluminum-ion,53.9,100,Vehicle-to-Grid (V2G),1.4,92906.18,Pink,Portugal,4.0,0.0,3.0,10259,3
2724,2724,Porsche,Panamera EV,2021,Calcium-ion,53.9,129,Plug-in Hydrogen Refueling,7.3,61614.23,Racing Red,Turkey,0.0,0.0,4.0,8449,3
2726,2726,Mahindra,Born Electric (upcoming range),2020,Aluminum-ion,83.7,385,NACS,5.1,118562.03,Beige,Hungary,2.0,0.0,4.0,9142,5
2728,2728,MG,MG ES5,2017,Nickel-cobalt-aluminum,86.3,549,Vehicle-to-Home (V2H),1.0,47157.55,Red,Indonesia,5.0,0.0,3.0,14591,4
2730,2730,Li Auto,L7,2025,Lithium-ion,60.7,162,Vehicle-to-Home (V2H),9.5,68693.52,Black,Russia,0.0,0.0,4.0,3633,5
2731,2731,Peugeot,e-208,2015,Aluminum-ion,78.3,342,Battery Swapping,2.6,64073.81,Turquoise,Argentina,0.0,0.0,4.0,15801,3
2733,2733,Jaguar,I-PACE,2017,Nickel-manganese-cobalt,143.8,481,Overhead Pantograph Charging,7.7,94168.34,Metallic Silver,Vietnam,3.0,0.0,5.0,1782,5
2734,2734,Skoda,Elroq (upcoming),2016,Nickel-metal hydride,109.3,123,Overhead Pantograph Charging,7.3,127009.04,Cobalt Blue,Czech Republic,5.0,0.0,5.0,17478,5
2736,2736,Mahindra,XUV400,2016,Calcium-ion,72.4,432,NACS,8.8,118226.92,Cream,Belgium,1.0,0.0,5.0,11525,5
2737,2737,Kia,EV6,2016,Nickel-cobalt-aluminum,77.0,293,DC Fast Charging (DCFC),5.5,79602.02,Matte Green,Thailand,2.0,0.0,5.0,6319,4
2739,2739,NIO,ES7,2015,Zinc-air,77.1,509,Vehicle-to-Home (V2H),9.9,128682.82,Ruby Red,United Arab Emirates,0.0,0.0,3.0,9421,3
2740,2740,Citroen,ë-C4,2015,Flow batteries,20.6,299,Mobile Charging,6.7,91832.9,Forest Green,Singapore,0.0,0.0,3.0,7377,5
2741,2741,Faraday Future,FF 91,2025,Lithium-titanate,73.8,462,Vehicle-to-Load (V2L),10.7,76057.57,Matte Green,Belgium,4.0,0.0,4.0,1669,5
2743,2743,Acura,ZDX (with GM Ultium),2016,Aluminum-ion,101.0,574,Mobile Charging,11.0,69408.39,Aurora Blue,Switzerland,4.0,0.0,3.0,15883,4
2746,2746,Acura,ZDX (with GM Ultium),2016,Lead-acid,23.2,483,DC Fast Charging (DCFC),9.9,42219.42,Black,USA,5.0,0.0,5.0,12244,3
2750,2751,BYD,Dolphin,2023,Magnesium-ion,35.3,116,Mobile Charging,11.9,139937.62,Beige,Austria,0.0,0.0,5.0,15693,4
2751,2752,Opel,Corsa-e,2018,Flow batteries,118.8,165,Inductive (Wireless) Charging,0.6,48678.54,Platinum,Switzerland,1.0,0.0,3.0,3396,5
2752,2753,Ferrari,Roma PHEV,2015,Magnesium-ion,38.9,113,CHAdeMO,6.2,61020.68,Black,Poland,4.0,0.0,4.0,16878,4
2753,2754,Changan,SL03,2022,Flow batteries,39.9,121,NACS,5.8,87195.83,Graphite Gray,Ireland,3.0,0.0,4.0,6722,4
2754,2755,Lucid Motors,Lucid DreamDrive,2015,Calcium-ion,92.1,369,CHAdeMO,2.8,135951.34,Silver,Singapore,0.0,0.0,5.0,5561,4
2757,2758,Lotus,Eletre,2017,Nickel-manganese-cobalt,96.4,259,NACS,4.7,95315.8,Bronze,India,0.0,0.0,5.0,14732,5
2759,2760,Maserati,GranTurismo Folgore,2019,Lithium-sulfur,138.1,333,Level 2 Charging,11.4,125800.4,Bronze,Saudi Arabia,2.0,0.0,5.0,12358,5
2760,2761,Changan,Q05,2025,Nickel-metal hydride,70.3,193,CCS,3.0,110395.96,Graphite Gray,Germany,3.0,0.0,3.0,10491,5
2761,2762,Cadillac,Optiq (upcoming),2022,Flow batteries,108.9,213,Level 1 Charging,6.6,116975.88,White,Switzerland,1.0,0.0,4.0,7903,4
2762,2763,Kia,Niro EV,2021,Lithium-titanate,134.0,369,Vehicle-to-Load (V2L),0.8,149154.47,Green,Mexico,2.0,0.0,3.0,7698,5
2763,2764,Renault,Kangoo E-Tech,2018,Lithium-titanate,30.1,519,NACS,11.7,44333.01,Aurora Blue,Mexico,1.0,0.0,4.0,8258,3
2764,2765,Lucid Motors,Lucid Air,2022,Lead-acid,40.7,215,Level 2 Charging,4.5,133682.57,Aurora Blue,Indonesia,0.0,0.0,4.0,17067,4
2766,2767,Pininfarina,Battista,2020,Aluminum-ion,64.7,537,Solar Charging,2.2,70092.04,Burgundy,Vietnam,1.0,0.0,3.0,15178,3
2771,2772,Acura,ZDX (with GM Ultium),2024,Magnesium-ion,76.4,245,Level 2 Charging,7.0,132857.5,White,South Korea,3.0,0.0,5.0,10586,4
2772,2773,Pininfarina,Battista,2018,Lithium-ion,27.1,342,Battery Swapping,10.3,45635.17,Racing Red,Russia,5.0,0.0,3.0,10315,3
2775,2776,Chevrolet,Bolt EV,2021,Lithium-sulfur,42.9,334,Vehicle-to-Grid (V2G),10.9,60868.22,Magenta,Singapore,5.0,0.0,4.0,11669,3
2776,2777,Rimac,Nevera,2019,Nickel-manganese-cobalt,135.5,444,Battery Swapping,1.4,149516.21,White,Netherlands,5.0,0.0,5.0,18003,5
2778,2779,Peugeot,e-2008,2018,Lithium-ion,124.8,150,Plug-in Hydrogen Refueling,11.1,62853.57,Crimson Red,Germany,1.0,0.0,5.0,16220,4
2779,2780,Dacia,Bigster EV (upcoming),2019,Flow batteries,120.7,216,Ultra-Fast Charging (350 kW+),9.4,147031.83,Matte Blue,Poland,3.0,0.0,4.0,9252,5
2780,2781,BMW,i4,2022,Nickel-manganese-cobalt,36.8,425,Plug-in Hydrogen Refueling,8.8,139621.32,Aurora Blue,Sweden,5.0,0.0,4.0,3367,5
2781,2782,VinFast,VF 6,2021,Nickel-manganese-cobalt,101.6,505,DC Fast Charging (DCFC),0.8,101572.39,Candy Apple Red,United Arab Emirates,1.0,0.0,5.0,8114,3
2782,2783,NIO,ES7,2017,Solid-state,36.7,164,Vehicle-to-Grid (V2G),4.6,71838.43,Gun Metal,New Zealand,0.0,0.0,3.0,9312,5
2783,2784,Jeep,Wrangler 4xe (PHEV),2015,Sodium-ion,103.6,340,DC Fast Charging (DCFC),4.7,131834.29,Matte Black,Spain,5.0,0.0,4.0,3833,5
2784,2785,Ford,F-150 Lightning,2019,Lithium-iron phosphate,139.5,240,Level 2 Charging,8.7,86087.78,Black,Turkey,3.0,0.0,5.0,7842,5
2785,2786,Pininfarina,Battista,2018,Sodium-ion,141.3,376,Battery Swapping,10.4,104325.3,Racing Red,New Zealand,5.0,0.0,5.0,5358,3
2786,2787,Acura,ZDX (with GM Ultium),2016,Nickel-metal hydride,71.1,426,CHAdeMO,1.6,109200.84,Green,Hungary,3.0,0.0,3.0,15217,5
2787,2788,Changan,SL03,2022,Lithium-ion,68.1,114,Vehicle-to-Home (V2H),0.8,74523.22,Ruby Red,Germany,1.0,0.0,4.0,13260,3
2788,2789,Honda,Honda e (discontinued),2025,Calcium-ion,119.2,203,CHAdeMO,5.4,84360.48,White,Russia,0.0,0.0,4.0,16823,5
2789,2790,VinFast,VF 7,2022,Zinc-air,140.2,355,Vehicle-to-Load (V2L),8.1,49569.86,Ruby Red,Denmark,4.0,0.0,4.0,18537,3
2790,2791,Faraday Future,FF 91,2020,Lithium-sulfur,54.8,543,Ultra-Fast Charging (350 kW+),11.8,139737.66,Candy Apple Red,Singapore,1.0,0.0,5.0,585,3
2791,2792,Li Auto,L9,2016,Sodium-ion,98.4,395,Mobile Charging,2.4,141422.21,Candy Apple Red,Saudi Arabia,3.0,0.0,4.0,7336,3
2792,2793,Rivian,R1T,2025,Nickel-manganese-cobalt,94.6,496,Ultra-Fast Charging (350 kW+),1.3,109817.05,Ruby Red,Poland,2.0,0.0,5.0,13861,5
2793,2794,Kia,EV9,2021,Sodium-ion,102.0,172,CCS,9.7,126212.54,Burgundy,Japan,4.0,0.0,5.0,11690,5
2795,2796,Mahindra,Born Electric (upcoming range),2024,Lithium-iron phosphate,42.2,384,Vehicle-to-Home (V2H),7.8,138823.63,Sky Blue,Netherlands,3.0,0.0,4.0,6137,3
2796,2797,XPeng,X9,2025,Zinc-air,81.8,199,DC Fast Charging (DCFC),1.4,135812.56,Pearl White,Spain,1.0,0.0,5.0,861,4
2797,2798,Rimac,Nevera,2024,Lithium-iron phosphate,115.3,258,Solar Charging,3.4,103044.9,Cobalt Blue,Canada,4.0,0.0,5.0,18831,5
2799,2800,Volvo,EX90,2023,Sodium-ion,20.7,327,Level 2 Charging,4.2,43176.97,Matte White,Sweden,5.0,0.0,3.0,2937,5
2800,2801,Maserati,GranTurismo Folgore,2022,Nickel-metal hydride,149.6,344,Overhead Pantograph Charging,7.2,62866.65,Titanium,Argentina,0.0,0.0,5.0,15044,5
2802,2803,Seat,Avenger,2022,Sodium-ion,74.5,428,Plug-in Hydrogen Refueling,4.7,84957.78,Metallic Silver,Italy,3.0,0.0,3.0,11061,3
2803,2804,Zeekr,Zeekr 009,2024,Lithium-ion,123.0,510,CHAdeMO,3.3,36541.85,Burgundy,Poland,3.0,0.0,4.0,15900,5
2804,2805,Nissan,Ariya,2016,Calcium-ion,68.8,526,Mobile Charging,3.0,130494.3,Sunset Orange,Austria,0.0,0.0,4.0,5403,5
2807,2808,Cadillac,Celestiq,2025,Lithium-iron phosphate,33.5,394,Solar Charging,5.2,33873.54,Sapphire Blue,India,4.0,0.0,3.0,4873,3
2808,2809,Cadillac,Optiq (upcoming),2018,Lithium-ion,86.7,484,Vehicle-to-Load (V2L),6.7,67316.45,Aurora Blue,Malaysia,4.0,0.0,4.0,7103,4
2809,2810,Fisker,Pear (upcoming),2023,Lithium-titanate,70.9,451,Vehicle-to-Grid (V2G),12.0,83638.99,Gold,Turkey,5.0,0.0,3.0,18673,5
2811,2812,Geely,Emgrand EV,2023,Solid-state,56.0,374,NACS,10.9,51901.3,Copper,Thailand,4.0,0.0,3.0,7863,4
2812,2813,Hyundai,Ioniq 7 (upcoming),2020,Lithium-ion,93.8,443,NACS,8.1,123914.34,Lime Green,France,4.0,0.0,5.0,2811,3
2813,2814,Jaguar,I-PACE,2020,Solid-state,86.6,138,Ultra-Fast Charging (350 kW+),4.9,99625.77,Black,Germany,3.0,0.0,5.0,10003,4
2814,2815,Cadillac,Celestiq,2015,Magnesium-ion,65.1,512,DC Fast Charging (DCFC),4.3,102581.77,Crimson Red,Finland,1.0,0.0,3.0,2380,5
2816,2817,Zeekr,Zeekr 007,2021,Solid-state,33.4,488,Vehicle-to-Home (V2H),8.4,130231.16,Bronze,Netherlands,3.0,0.0,5.0,976,4
2817,2818,Peugeot,e-3008,2023,Nickel-metal hydride,56.4,447,Level 1 Charging,3.4,107703.99,Champagne,Israel,2.0,0.0,3.0,1097,3
2818,2819,BMW,iX,2016,Sodium-ion,28.4,502,Vehicle-to-Grid (V2G),1.6,71705.89,Matte Gray,Ireland,1.0,0.0,5.0,15343,4
2821,2822,MG,MG4 Electric,2018,Zinc-air,105.6,284,Overhead Pantograph Charging,3.5,113294.97,Gold,Saudi Arabia,0.0,0.0,3.0,3955,4
2822,2823,Genesis,GV80 Electric,2022,Nickel-cobalt-aluminum,98.3,498,CCS,8.2,74478.92,Yellow,Switzerland,2.0,0.0,3.0,5147,3
2824,2825,Seat,Avenger,2016,Lithium-titanate,46.6,278,Vehicle-to-Load (V2L),9.6,136301.76,Purple,Vietnam,0.0,0.0,4.0,622,3
2827,2828,Changan,Q05,2018,Nickel-cobalt-aluminum,22.5,130,Overhead Pantograph Charging,4.5,45957.47,Sky Blue,Italy,1.0,0.0,4.0,15079,4
2828,2829,Nissan,Leaf,2016,Sodium-ion,45.7,169,Vehicle-to-Home (V2H),9.1,148584.62,Electric Blue,Poland,2.0,0.0,4.0,12442,5
2829,2830,Maserati,GranTurismo Folgore,2018,Lithium-titanate,83.4,221,Vehicle-to-Home (V2H),11.9,100542.09,Aurora Blue,USA,5.0,0.0,5.0,6039,5
2830,2831,Jeep,Wrangler 4xe (PHEV),2017,Lithium-titanate,39.5,500,Ultra-Fast Charging (350 kW+),11.8,134265.96,Beige,Mexico,5.0,0.0,5.0,15948,4
2831,2832,Toyota,Lexus RZ,2020,Solid-state,40.6,267,Plug-in Hydrogen Refueling,2.3,50283.87,White,Saudi Arabia,5.0,0.0,4.0,8401,5
2833,2834,Lucid Motors,Lucid DreamDrive,2024,Lithium-sulfur,64.2,118,Plug-in Hydrogen Refueling,8.1,93513.69,Matte Black,Sweden,0.0,0.0,5.0,12376,3
2834,2835,Subaru,Solterra,2022,Lead-acid,68.5,353,CCS,9.1,59455.97,Ruby Red,Denmark,2.0,0.0,5.0,13604,3
2835,2836,Rimac,Nevera,2025,Zinc-air,69.8,253,DC Fast Charging (DCFC),2.1,68292.46,Matte Gray,South Africa,4.0,0.0,5.0,17970,5
2836,2837,Citroen,Ami,2021,Magnesium-ion,24.0,135,DC Fast Charging (DCFC),10.7,30435.06,Yellow,Czech Republic,1.0,0.0,4.0,841,3
2838,2839,Li Auto,L8,2023,Magnesium-ion,143.9,497,DC Fast Charging (DCFC),8.7,39110.76,Graphite Gray,South Korea,1.0,0.0,3.0,1528,5
2842,2843,Faraday Future,FF 91,2015,Nickel-cobalt-aluminum,48.4,538,Battery Swapping,1.8,71288.36,Sunset Orange,Netherlands,0.0,0.0,3.0,18834,4
2844,2845,Genesis,GV60,2016,Lithium-iron phosphate,106.1,588,Level 2 Charging,2.5,132068.6,Ruby Red,United Arab Emirates,0.0,0.0,3.0,9084,4
2845,2846,GMC,Hummer EV SUV,2016,Calcium-ion,111.6,517,Plug-in Hydrogen Refueling,0.9,85850.93,Charcoal,Russia,5.0,0.0,5.0,18723,5
2848,2849,XPeng,P5,2018,Lithium-ion,132.4,578,CHAdeMO,3.9,30014.46,Magenta,UK,1.0,0.0,4.0,13594,4
2849,2850,Polestar,Polestar 3,2024,Lithium-ion,48.9,296,Ultra-Fast Charging (350 kW+),8.1,92097.37,Turquoise,New Zealand,1.0,0.0,5.0,636,5
2850,2851,Tesla,Model S,2023,Lithium-sulfur,33.3,172,Plug-in Hydrogen Refueling,6.1,35255.94,Cosmic Purple,Poland,1.0,0.0,4.0,178,3
2851,2852,Volvo,EX30,2025,Aluminum-ion,148.1,544,Overhead Pantograph Charging,6.4,111062.28,Cosmic Purple,Czech Republic,5.0,0.0,3.0,16449,3
2853,2854,Opel,Mokka-e,2015,Nickel-manganese-cobalt,146.0,161,NACS,5.0,138432.79,Aurora Blue,Brazil,2.0,0.0,5.0,5226,5
2854,2855,Ford,E-Transit,2018,Lithium-titanate,98.5,320,Overhead Pantograph Charging,5.4,135571.3,Emerald Green,United Arab Emirates,5.0,0.0,3.0,4659,3
2857,2858,Jeep,Wagoneer S,2019,Nickel-manganese-cobalt,45.5,261,Vehicle-to-Grid (V2G),11.0,60513.2,Cobalt Blue,Malaysia,4.0,0.0,3.0,1245,5
2860,2861,Ferrari,Roma PHEV,2019,Aluminum-ion,29.0,289,Battery Swapping,8.3,41545.76,Forest Green,Malaysia,2.0,0.0,3.0,18143,3
2861,2862,Geely,Geometry A,2024,Lithium-iron phosphate,47.5,534,Plug-in Hydrogen Refueling,7.6,138456.63,Black,Saudi Arabia,4.0,0.0,4.0,14223,3
2862,2863,Volkswagen,ID.2all,2015,Magnesium-ion,129.3,295,Solar Charging,4.9,116502.32,Titanium,New Zealand,3.0,0.0,3.0,10842,3
2864,2865,Mercedes-Benz,EQS SUV,2016,Lithium-ion,38.8,276,Mobile Charging,9.3,42848.21,Forest Green,South Africa,1.0,0.0,3.0,8064,3
